OTU ID,MH001P_S18,MH003P_S39,MH005P_S35,MH007P_S7,MH009P_S56,MH011P_S23,MH013P_S36,MH015P_S53,MH017P_S17,MH019P_S28,MH021P_S26,MH023P_S54,MH025P_S24,MH026S_S37,MH027S_S22,MH028SC_S57,MH028S_S13,MH030S_S52,MH031S_S51,MH034P_S33,MH034S_S20,MH035P_S1,MH035S_S11,MH036P_S42,MH036S_S55,MH038P_S15,MH038S_S4,MH039P_S48,MH039S_S9,MH040P_S63,MH040S_S27,MH041S_S38,MH041P_S6,MH047P_S31,MH047S_S46,MH048P_S2,MH048S_S44,MH049P_S41,MH049S_S50,MH050P_S45,MH050S_S32,MH056P_S60,MH056S_S29,MH057P_S47,MH057S_S8,MH058P_S21,MH058S_S34,MH059S_S49,MH060S_S16,MH061S_S59,MH063SR_S62,MH063S_S10
MH18_aOTU_125,62,308,2,0,24,2,4,0,0,0,0,0,0,350,396,634,481,145,0,279,0,144,0,3,0,1,4,1,0,7,0,0,8,1,0,0,0,0,0,5,41,34,0,0,0,0,0,2,0,0,0,0
MH18_aOTU_112,213,179,33,186,151,132,57,78,33,94,2,19,20,0,0,1,0,0,0,50,0,31,0,167,0,107,87,85,1,114,0,2,113,118,4,27,0,119,1,137,150,152,4,137,1,128,3,1,0,0,0,0
MH18_aOTU_126,55,297,4,0,34,0,2,0,0,0,0,0,0,327,388,612,445,159,0,244,0,174,2,2,0,1,6,0,0,16,0,0,5,1,0,0,0,0,0,2,31,23,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_102,200,215,107,191,122,91,78,59,39,114,19,16,20,0,4,3,1,0,0,34,1,41,0,131,0,55,112,48,0,112,0,1,130,106,10,48,0,168,3,92,114,103,3,135,0,101,1,1,0,0,0,0
MH18_aOTU_111,54,122,21,48,72,47,37,42,20,105,10,48,49,236,288,404,248,13,23,153,1,82,0,51,0,42,98,16,7,37,6,3,47,25,15,6,0,38,0,53,47,92,5,60,0,36,0,6,0,0,0,0
MH18_aOTU_100,208,174,112,189,106,97,63,40,40,91,18,24,26,0,1,2,0,0,4,62,1,51,0,87,0,72,93,63,1,103,0,0,125,111,8,58,0,178,0,123,124,127,0,107,0,121,0,0,1,0,0,0
MH18_aOTU_139,233,156,33,215,94,74,68,48,59,76,8,13,24,0,0,0,0,0,2,60,0,32,0,108,0,102,119,54,1,116,0,0,118,113,1,36,0,138,0,131,111,120,2,136,0,128,0,1,0,0,0,0
MH18_aOTU_105,186,220,169,195,92,68,47,40,45,78,19,31,20,0,0,10,2,1,0,42,0,48,0,88,0,53,83,34,0,121,0,1,101,122,0,91,0,99,1,85,79,90,156,121,0,90,0,0,0,0,0,0
MH18_aOTU_130,45,279,4,3,21,4,2,0,0,0,0,0,0,355,388,608,406,96,0,258,0,114,0,4,0,0,6,0,0,8,0,0,8,3,0,0,0,0,0,7,29,12,0,1,0,0,0,0,0,0,0,0
MH18_aOTU_106,187,214,71,171,114,80,58,48,36,109,6,18,23,0,0,1,0,0,0,49,1,23,0,103,0,55,80,63,0,107,0,0,124,107,12,41,0,124,0,116,89,103,2,125,1,91,0,0,0,0,0,0
MH18_aOTU_134,10,29,45,9,4,5,5,9,1,19,4,10,16,39,5,0,19,0,368,12,282,2,0,3,0,5,17,3,898,20,137,1,0,7,204,0,0,3,0,1,3,28,132,9,2,5,0,157,0,0,0,0
MH18_aOTU_131,3,20,0,0,1,2,1,1,0,24,23,16,13,0,0,0,12,3,130,2,0,0,0,7,3,0,20,0,285,0,0,167,1,2,135,0,0,0,0,0,0,4,431,1,82,0,24,0,0,7,0,1078
MH18_aOTU_127,7,46,51,3,10,4,5,3,5,23,3,31,4,8,9,9,5,0,349,6,276,0,0,3,0,2,20,2,888,7,136,3,12,3,229,0,0,4,0,5,0,16,144,2,0,6,0,149,0,0,0,0
MH18_aOTU_138,53,305,0,4,19,1,2,0,1,0,0,0,0,322,342,536,396,113,0,200,0,116,1,1,0,0,4,0,0,18,0,0,9,0,0,0,0,0,0,2,20,20,0,2,0,0,0,0,0,0,0,0
MH18_aOTU_116,18,24,5,9,24,6,11,4,22,43,6,38,28,16,4,6,3,283,153,6,413,7,1,15,0,6,35,5,682,3,133,3,9,9,49,0,1,13,0,10,6,30,95,21,136,11,0,79,0,0,0,0
MH18_aOTU_119,145,138,123,128,92,78,51,34,27,81,27,40,29,0,4,11,0,0,0,25,0,26,0,77,0,67,80,29,0,105,0,1,87,77,1,123,0,115,1,109,76,60,180,96,1,114,3,1,0,0,0,0
MH18_aOTU_114,168,146,119,131,85,66,39,38,24,87,23,34,32,0,3,7,0,0,0,44,0,30,0,58,0,57,90,35,1,89,1,0,91,89,0,122,0,91,0,111,76,82,159,94,0,84,2,0,0,0,0,0
MH18_aOTU_120,18,9,10,5,18,2,6,3,21,32,7,37,30,17,2,3,1,257,151,9,435,16,1,6,0,13,50,10,632,16,131,1,3,11,54,1,0,12,0,14,11,20,72,22,141,13,0,84,0,0,0,0
MH18_aOTU_132,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,2062,237,2
MH18_aOTU_117,129,189,106,146,108,79,40,33,33,101,21,38,32,0,10,2,0,1,0,39,0,28,0,72,0,34,48,43,0,105,1,2,73,78,1,99,0,105,0,91,55,60,158,86,0,70,1,0,0,1,0,0
MH18_aOTU_141,2,20,0,1,3,3,2,1,1,18,13,16,12,1,0,3,1,4,91,2,0,0,0,0,1,3,24,0,307,0,0,191,0,1,107,0,0,0,0,1,0,1,354,0,112,0,22,0,0,3,0,996
MH18_aOTU_133,17,29,46,9,5,3,10,8,10,14,6,10,16,19,0,7,9,0,352,9,267,4,0,0,0,7,27,1,810,9,119,0,2,8,198,0,0,0,0,4,9,28,89,3,0,10,0,138,0,0,0,0
MH18_aOTU_135,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,2,1990,247,2
MH18_aOTU_115,124,176,107,124,74,38,48,46,45,86,10,41,35,0,0,0,0,0,0,39,0,61,0,42,0,48,106,26,0,91,0,0,93,112,0,114,0,49,0,96,66,124,0,61,94,82,1,0,0,0,0,0
MH18_aOTU_122,19,26,7,11,21,13,7,10,18,59,8,41,17,21,5,5,2,274,112,18,392,3,0,10,0,11,38,0,500,4,120,4,21,4,68,1,1,20,0,6,13,26,68,13,138,18,0,63,0,0,0,0
MH18_aOTU_124,102,123,60,79,85,83,45,69,43,107,29,63,73,6,0,14,34,3,0,52,0,48,0,96,0,60,122,17,1,114,2,0,82,71,3,48,0,36,0,144,59,101,0,85,0,69,0,0,0,0,0,0
MH18_aOTU_123,86,141,63,86,78,61,70,84,51,109,19,36,51,1,6,7,22,0,0,70,0,51,0,76,0,65,124,20,1,77,0,0,82,101,6,45,0,46,0,128,63,101,0,85,0,67,0,1,0,0,1,0
MH18_aOTU_129,23,119,9,37,35,34,37,41,31,82,10,24,28,146,186,297,202,134,9,107,0,50,0,30,0,46,67,7,7,28,1,0,52,48,13,3,0,16,0,50,35,62,1,43,0,20,1,1,1,0,0,0
MH18_aOTU_128,78,149,63,79,98,64,54,69,40,116,32,39,41,4,1,5,36,2,3,65,0,51,0,58,0,63,150,18,3,74,0,1,92,72,6,54,0,37,0,97,57,105,1,73,0,63,0,5,0,0,0,0
MH18_aOTU_136,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1893,193,1
MH18_aOTU_1697,76,412,57,6,53,1,6,3,1,11,0,0,0,110,401,379,163,0,0,195,0,86,0,22,0,2,8,3,0,12,0,0,20,7,0,1,0,0,0,4,54,11,0,0,0,1,0,0,0,0,0,0
MH18_aOTU_155,2,18,0,0,4,0,0,2,7,12,13,29,10,0,3,2,0,3,95,3,0,0,0,1,3,0,14,0,277,1,0,166,0,2,113,0,0,0,0,0,0,6,360,0,75,0,22,0,0,12,0,834
MH18_aOTU_1118,98,499,49,3,33,2,3,3,0,2,0,0,0,91,336,419,136,0,0,210,0,70,0,19,0,3,0,3,0,15,1,0,23,7,0,4,0,3,0,12,34,10,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_121,122,133,123,82,68,48,65,42,34,77,13,23,28,0,0,0,0,0,0,36,0,36,0,59,0,30,75,33,0,80,0,0,81,82,0,98,0,75,0,101,61,88,0,96,65,78,0,0,0,0,0,0
MH18_aOTU_144,142,115,29,122,127,89,47,38,24,73,14,31,18,0,1,1,0,0,0,34,0,17,0,105,0,52,63,45,1,80,1,0,94,81,4,23,1,99,0,111,108,83,1,79,0,68,0,0,0,0,0,0
MH18_aOTU_140,39,187,55,0,12,2,0,0,0,1,1,0,0,231,252,365,277,242,0,159,0,108,0,4,0,0,11,0,0,9,0,0,10,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_1558,90,407,45,2,43,1,10,0,6,1,0,0,0,119,305,346,133,0,0,239,0,81,0,11,0,6,9,0,0,23,0,0,29,6,0,2,0,0,0,5,54,14,0,1,0,0,0,0,0,0,0,0
MH18_aOTU_154,0,17,0,0,1,0,0,0,1,20,15,18,9,0,0,3,2,5,65,2,0,0,0,0,1,0,6,1,263,0,0,142,0,4,104,0,0,0,0,0,1,3,354,0,58,0,18,0,0,9,0,862
MH18_aOTU_143,164,131,29,118,96,71,41,41,17,60,6,18,29,0,0,0,0,0,1,44,0,18,0,73,1,74,59,48,0,76,2,1,90,84,0,18,0,97,0,93,110,91,2,103,4,62,4,0,0,0,0,0
MH18_aOTU_137,92,133,52,78,80,75,72,67,38,92,27,48,33,3,1,6,16,2,3,40,0,47,0,69,0,59,104,25,0,58,0,0,76,55,2,46,0,50,0,104,42,111,1,62,0,50,0,2,0,0,0,0
MH18_aOTU_146,1,29,46,0,13,3,4,1,0,20,4,12,6,25,3,6,0,0,256,12,233,2,1,3,0,9,14,1,656,12,89,0,4,0,159,0,0,0,0,1,2,21,123,7,0,0,0,114,0,0,0,0
MH18_aOTU_149,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1698,157,1
MH18_aOTU_151,27,156,53,0,9,1,0,0,0,0,0,0,0,215,243,339,246,217,0,153,0,124,0,0,0,0,3,0,0,14,0,0,3,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_145,88,129,38,99,69,54,31,33,22,45,9,21,24,7,52,62,144,0,1,36,0,34,0,65,0,34,59,23,0,67,0,1,64,65,0,33,0,59,0,83,31,53,8,84,0,67,0,0,0,0,0,0
MH18_aOTU_147,18,157,46,0,11,0,0,0,2,2,0,0,0,192,231,302,226,278,0,153,0,125,0,1,0,0,5,0,0,9,0,0,9,1,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_150,38,78,15,36,30,17,24,22,26,49,5,16,28,134,145,231,164,160,5,81,0,36,0,36,0,25,65,4,5,23,1,6,39,18,3,2,0,15,0,35,44,41,2,34,1,24,0,0,0,0,0,0
MH18_aOTU_148,18,140,50,2,8,0,0,0,2,0,0,0,1,209,197,279,265,219,0,171,0,131,0,3,0,0,10,1,0,4,0,0,15,2,0,0,0,0,0,0,12,6,1,0,0,0,0,0,0,0,0,0
MH18_aOTU_142,37,84,13,25,29,20,31,36,26,59,15,26,20,147,120,247,188,6,3,63,1,32,0,28,0,30,63,1,9,36,0,0,36,24,6,4,0,8,0,41,32,74,3,35,3,24,0,0,0,0,0,0
MH18_aOTU_153,97,116,18,97,69,74,53,37,25,76,8,13,20,0,0,0,0,0,0,21,0,28,0,74,0,48,42,53,0,76,0,0,83,75,1,25,0,39,0,78,79,92,1,93,0,59,0,0,0,0,0,0
MH18_aOTU_1350,58,386,52,2,28,0,6,0,0,0,0,0,0,78,253,254,91,0,0,192,0,102,0,6,0,0,7,0,0,12,0,1,23,5,0,0,0,1,0,1,58,10,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_152,31,87,8,31,23,22,22,26,31,52,8,17,26,95,154,253,138,4,7,83,0,43,0,30,0,29,56,11,11,41,0,0,30,12,5,3,0,16,0,29,48,40,4,63,1,17,0,2,0,0,0,0
MH18_aOTU_174,34,180,2,0,18,1,0,0,0,1,1,0,0,173,231,325,236,94,0,173,0,88,0,0,0,0,1,0,0,8,0,0,6,2,1,0,0,0,0,6,18,8,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_157,78,84,25,93,46,60,15,33,9,50,20,23,29,8,44,68,132,0,0,40,0,30,0,52,0,31,53,26,0,54,0,0,65,54,1,24,0,62,0,66,47,42,5,68,0,62,0,0,0,0,0,0
MH18_aOTU_160,69,79,20,65,60,46,24,28,29,62,17,27,36,16,48,70,115,1,0,37,0,20,0,61,0,31,45,18,0,54,0,1,69,45,0,16,0,62,0,47,38,48,3,71,0,38,1,0,0,0,0,0
MH18_aOTU_165,144,81,26,133,63,60,26,25,18,33,4,10,18,0,0,0,0,0,0,16,0,7,0,62,0,21,35,38,0,89,0,0,75,67,0,27,0,123,0,58,54,54,0,76,0,73,0,0,0,0,0,0
MH18_aOTU_170,15,171,46,0,3,0,0,0,0,0,0,0,0,192,206,313,232,0,0,138,0,113,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,2,15,2,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_189,12,119,50,0,5,0,0,0,0,0,0,0,0,185,212,323,217,0,0,164,0,145,0,1,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,1,0,0
MH18_aOTU_164,85,81,14,64,49,66,18,25,27,44,9,24,18,12,39,67,107,0,0,46,0,27,0,37,0,36,48,22,0,68,0,0,58,64,0,12,0,44,1,46,57,37,3,53,0,46,0,0,0,0,0,0
MH18_aOTU_175,132,89,38,130,62,56,21,17,17,43,0,5,12,0,0,1,0,0,0,16,0,14,0,69,0,19,30,36,1,63,0,0,75,57,1,14,0,113,0,55,43,68,0,73,0,58,0,0,0,0,0,0
MH18_aOTU_167,119,112,37,116,57,56,6,16,12,46,4,7,5,0,0,0,0,0,0,21,0,25,0,69,0,16,18,36,0,70,0,0,71,79,2,13,1,133,0,48,74,45,0,55,0,55,0,0,0,0,0,0
MH18_aOTU_156,82,78,102,104,51,32,33,26,16,43,11,10,25,1,1,4,0,1,0,33,0,11,0,63,0,23,43,17,0,41,0,0,46,77,0,43,0,59,0,67,33,55,90,51,0,37,0,0,0,0,0,0
MH18_aOTU_159,89,76,82,104,39,44,16,16,20,43,4,13,16,0,8,2,0,0,0,35,0,18,0,33,0,38,23,18,0,58,0,1,44,56,0,75,0,83,0,56,41,40,87,60,0,58,0,0,0,0,0,0
MH18_aOTU_161,94,115,55,74,36,37,22,33,24,47,16,24,13,0,0,16,0,1,0,14,0,14,0,55,0,18,36,15,0,46,0,1,53,53,0,74,0,62,1,29,44,56,100,62,0,50,0,0,0,0,0,0
MH18_aOTU_181,10,122,32,0,16,0,0,0,0,0,0,0,0,206,203,279,204,0,0,126,0,153,1,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,1,9,5,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_173,154,104,18,111,50,56,15,16,4,26,1,2,7,0,0,0,0,0,0,13,0,3,0,40,0,26,22,44,0,69,0,0,57,80,0,16,0,104,0,48,74,59,0,74,1,65,0,0,0,0,0,0
MH18_aOTU_187,33,163,0,0,13,0,0,0,2,0,0,0,0,161,172,288,215,71,0,125,0,65,0,8,0,0,1,0,0,2,0,0,3,4,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_168,80,63,75,86,56,24,19,28,29,88,16,39,28,0,0,5,0,0,19,34,0,22,0,20,0,26,59,15,0,61,0,2,46,66,0,67,0,61,0,37,42,51,0,42,0,35,0,0,0,0,0,0
MH18_aOTU_185,16,126,42,0,12,2,0,0,0,0,0,0,0,164,197,267,206,0,0,143,0,122,0,0,0,3,0,0,0,12,0,0,4,0,0,0,0,6,0,1,12,2,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_188,11,26,35,0,6,3,2,3,0,8,2,7,5,20,0,11,1,2,190,1,151,2,0,2,0,0,8,1,462,6,70,2,2,0,124,0,0,0,0,0,1,15,58,2,0,1,3,85,0,0,0,0
MH18_aOTU_197,25,143,0,0,14,0,9,0,0,1,0,0,0,145,216,265,223,44,0,138,0,71,0,0,0,1,5,1,0,4,0,0,2,3,0,0,0,0,0,1,14,3,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_163,2,17,8,3,9,3,4,2,16,26,11,20,6,5,0,3,2,162,76,11,205,5,0,7,0,7,15,1,327,6,93,1,2,1,27,0,0,14,1,3,8,30,37,15,85,8,1,34,0,0,0,0
MH18_aOTU_194,26,153,1,0,11,1,0,0,0,2,0,0,0,163,183,268,194,51,0,124,0,71,0,3,0,0,2,0,0,1,0,1,3,6,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_166,13,12,2,8,6,9,1,1,6,21,4,15,22,27,1,0,1,137,65,4,192,7,0,11,0,1,28,0,311,2,89,1,8,3,28,0,0,22,0,4,5,17,38,12,94,8,0,38,0,0,0,0
MH18_aOTU_179,0,16,24,1,5,2,1,0,3,2,0,9,6,8,0,0,4,1,194,13,142,5,0,0,0,2,8,1,481,6,71,3,4,2,103,0,0,3,0,0,0,10,71,7,0,1,0,61,0,0,0,0
MH18_aOTU_158,62,94,88,49,51,36,46,16,18,57,4,12,8,0,0,0,0,0,0,23,0,31,0,36,0,16,58,15,0,54,0,0,51,65,0,72,0,25,0,44,41,67,0,56,29,33,0,0,0,0,0,0
MH18_aOTU_176,54,51,47,87,40,31,32,45,24,73,15,22,29,0,0,3,0,0,13,31,0,20,0,44,0,25,65,15,0,39,0,0,38,60,0,60,0,42,0,36,32,58,0,68,0,48,1,0,0,0,0,0
MH18_aOTU_1393,49,250,34,0,28,2,1,1,0,1,0,0,0,73,224,225,92,0,0,129,0,62,0,2,0,3,2,1,0,11,2,1,6,3,0,0,0,0,1,3,40,1,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_1542,52,264,33,2,16,0,2,0,1,3,0,0,0,51,183,212,77,0,0,160,0,73,0,5,0,2,1,1,0,21,0,0,10,7,0,0,0,0,0,10,37,13,0,1,0,0,0,0,0,0,0,0
MH18_aOTU_591,114,80,47,117,57,33,9,14,16,17,13,7,10,0,0,2,0,0,0,15,0,8,0,57,0,28,21,29,0,55,0,2,56,76,1,18,0,94,0,35,66,47,0,42,0,48,0,0,0,0,0,0
MH18_aOTU_169,24,78,41,51,59,31,39,37,19,72,12,32,25,3,0,13,16,0,2,29,1,35,0,38,0,36,86,6,0,43,0,1,51,50,3,29,0,18,0,60,40,75,0,39,0,29,0,0,0,0,0,0
MH18_aOTU_1660,45,264,25,0,17,2,0,0,3,0,0,0,0,79,186,233,66,0,0,129,0,56,1,1,0,2,7,3,0,7,0,0,15,15,0,1,0,2,0,2,43,12,0,3,0,0,0,0,0,0,0,0
MH18_aOTU_198,1,13,0,0,1,0,0,2,1,18,8,18,0,0,0,0,6,0,57,1,0,0,0,0,0,3,13,0,167,0,0,84,1,0,59,0,0,0,0,0,0,8,190,1,46,0,10,0,0,6,0,496
MH18_aOTU_171,86,67,64,82,33,43,10,23,16,24,7,9,20,1,5,6,0,0,0,18,0,8,0,27,0,25,52,19,0,41,0,0,48,33,2,69,0,48,0,48,22,49,83,42,0,41,0,0,0,0,0,0
MH18_aOTU_177,9,14,6,7,13,3,4,10,11,24,10,19,11,9,0,1,0,145,72,8,160,5,3,4,0,5,23,0,259,3,73,0,5,4,40,0,1,5,0,0,15,19,33,18,61,3,0,49,0,0,0,0
MH18_aOTU_162,65,70,71,47,42,31,23,37,17,49,4,11,18,0,0,0,0,0,0,29,0,19,0,48,0,19,38,11,1,50,0,1,59,32,0,62,0,43,0,32,38,60,0,49,52,35,0,0,0,0,0,0
MH18_aOTU_203,1,14,0,0,0,1,1,2,0,13,8,17,7,0,0,6,2,5,39,0,0,0,0,0,3,0,16,0,133,0,0,74,3,0,66,0,0,0,0,0,0,0,166,0,62,0,17,0,0,1,0,503
MH18_aOTU_206,17,131,45,0,5,0,0,0,0,0,0,0,0,148,171,231,200,0,0,131,1,34,0,3,0,0,0,0,0,1,0,0,4,8,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_178,64,49,42,31,50,42,18,33,14,73,18,34,27,2,0,7,17,0,0,22,1,26,0,30,0,48,88,12,2,30,0,0,76,26,0,21,0,22,0,62,18,73,3,31,1,25,0,3,0,0,0,0
MH18_aOTU_1628,38,179,17,0,15,0,3,4,0,0,1,0,0,59,172,234,82,0,0,129,0,59,0,1,0,5,1,0,0,20,0,0,14,5,0,1,0,5,0,15,44,10,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_190,69,48,48,64,38,30,13,23,31,72,15,29,30,0,0,0,0,0,10,14,0,26,0,35,0,18,60,20,0,34,0,0,51,39,0,52,0,30,0,37,32,46,0,41,0,45,0,0,1,0,0,0
MH18_aOTU_191,94,72,56,58,44,37,11,28,21,67,12,28,27,0,1,9,0,0,3,30,0,13,0,28,0,23,38,11,0,32,0,0,32,45,0,34,0,45,0,35,34,53,0,46,0,30,0,2,0,0,0,0
MH18_aOTU_196,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,978,95,2
MH18_aOTU_201,53,68,68,65,34,20,19,9,21,48,2,7,13,0,0,0,0,0,0,14,0,3,0,33,0,26,46,43,0,30,0,0,36,48,144,27,0,68,0,23,42,32,0,25,0,26,0,0,0,0,0,0
MH18_aOTU_184,42,51,47,42,34,46,26,43,34,47,5,18,27,4,4,7,9,0,0,24,0,37,0,39,0,35,83,15,0,32,1,0,44,22,1,25,0,23,0,49,19,82,1,44,0,23,0,1,0,0,0,0
MH18_aOTU_205,10,33,12,0,3,8,5,1,1,17,3,7,2,16,0,9,0,2,152,2,142,1,0,4,0,1,10,2,308,3,57,0,0,0,90,0,0,0,0,0,1,21,79,5,0,0,0,76,0,0,0,0
MH18_aOTU_186,5,14,2,9,5,5,5,14,15,17,2,16,12,8,0,2,2,116,74,2,207,3,0,0,0,2,27,1,262,1,60,1,15,3,13,0,0,5,0,0,3,16,24,4,62,4,0,37,0,0,0,0
MH18_aOTU_195,41,57,82,44,36,30,24,10,16,49,9,8,15,0,0,0,0,0,0,12,0,15,0,11,0,26,18,32,0,34,0,0,35,56,164,32,0,42,0,33,43,31,0,40,0,26,0,0,0,0,0,0
MH18_aOTU_202,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,928,103,0
MH18_aOTU_1421,58,71,7,52,48,51,15,33,20,53,1,4,7,0,1,3,0,0,0,20,0,21,0,67,0,39,30,22,0,45,0,0,87,36,1,13,0,34,0,54,41,45,0,44,0,26,0,0,0,0,0,0
MH18_aOTU_193,23,100,48,0,3,0,0,0,0,1,0,0,0,133,139,176,139,103,0,93,0,71,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_208,10,150,32,0,9,0,0,0,0,0,0,0,0,143,146,200,180,0,0,118,0,30,0,0,0,0,0,0,0,2,0,0,13,3,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_180,34,83,37,51,48,35,33,16,17,68,5,37,15,0,3,6,14,0,1,25,0,25,0,54,0,44,55,9,0,42,0,0,32,27,2,29,0,16,0,33,26,61,0,30,0,28,0,0,0,0,0,0
MH18_aOTU_172,66,75,50,41,29,31,32,31,22,52,2,10,18,0,0,0,0,0,0,16,0,17,0,30,0,15,60,17,0,37,0,0,50,36,0,41,0,35,1,39,31,54,0,55,22,24,0,0,0,0,0,0
MH18_aOTU_211,20,136,41,0,5,0,0,2,0,0,0,0,0,142,152,187,167,0,0,122,0,18,0,0,0,0,0,0,0,8,0,0,11,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,153,0,362,0,0,0,1,0,0,0,0,0,0,1,0,0,170,1,148,0,0,0,0,0,178,0,0,0,0,0,0,0,1,0
MH18_aOTU_200,70,56,61,43,20,20,5,8,12,44,20,20,13,0,1,2,0,0,0,13,0,13,0,16,0,23,35,18,0,38,0,0,26,33,143,17,0,70,0,37,32,40,0,31,0,31,0,0,0,0,0,0
MH18_aOTU_215,0,8,0,0,0,1,1,0,2,11,0,7,7,0,0,6,1,4,36,2,0,0,0,0,0,2,8,0,125,0,0,80,0,2,37,0,0,0,0,0,0,5,183,0,40,0,18,0,0,3,0,420
MH18_aOTU_212,5,16,22,1,6,1,3,3,1,11,0,2,4,2,0,7,4,0,155,10,102,2,0,0,0,7,4,1,350,2,60,2,0,0,106,0,0,0,0,1,2,9,42,3,0,0,0,53,0,0,0,0
MH18_aOTU_528,78,68,63,61,37,20,25,25,0,53,19,14,21,25,17,29,0,0,0,20,0,9,0,21,0,13,26,15,0,42,0,0,18,30,0,32,0,56,0,33,19,47,0,16,0,32,0,1,0,0,0,0
MH18_aOTU_216,0,10,1,0,0,1,1,1,0,12,6,16,6,0,0,4,0,0,66,1,0,0,0,0,0,0,1,0,133,1,0,49,2,4,55,0,0,0,0,0,1,6,168,0,35,0,1,0,0,0,0,391
MH18_aOTU_210,23,85,26,0,8,0,0,0,3,0,0,0,0,130,121,152,137,110,0,72,0,71,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,92,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0
MH18_aOTU_209,70,74,10,61,23,26,18,22,6,24,9,25,8,7,24,42,51,0,0,36,0,13,0,25,0,24,23,14,0,21,0,0,36,28,0,11,1,26,0,20,50,19,6,49,0,37,0,1,0,0,0,0
MH18_aOTU_1464,55,59,9,49,46,68,28,34,20,28,7,7,13,4,2,1,0,0,0,21,0,13,0,46,0,32,41,16,0,34,1,0,43,26,0,2,0,22,0,47,47,43,1,34,0,31,1,0,0,0,0,0
MH18_aOTU_1584,53,160,30,1,24,0,0,0,0,0,0,0,0,52,192,176,52,2,0,83,0,31,0,8,0,3,0,0,0,5,0,0,6,2,0,0,0,1,0,6,18,5,0,0,0,0,0,0,0,0,0,0
MH18_aOTU_225,44,59,30,50,35,19,19,27,26,86,17,26,27,0,1,4,0,0,0,13,0,14,0,24,0,16,23,8,0,22,0,0,39,42,0,8,0,30,0,20,28,58,0,50,0,36,1,0,0,0,0,0
MH18_aOTU_219,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,781,94,0
