OTU ID,MH001P_S18,MH003P_S39,MH005P_S35,MH007P_S7,MH009P_S56,MH011P_S23,MH013P_S36,MH015P_S53,MH017P_S17,MH019P_S28,MH021P_S26,MH023P_S54,MH025P_S24,MH026S_S37,MH027S_S22,MH028SC_S57,MH028S_S13,MH030S_S52,MH031S_S51,MH034P_S33,MH034S_S20,MH035P_S1,MH035S_S11,MH036P_S42,MH036S_S55,MH038P_S15,MH038S_S4,MH039P_S48,MH039S_S9,MH040P_S63,MH040S_S27,MH041S_S38,MH041P_S6,MH047P_S31,MH047S_S46,MH048P_S2,MH048S_S44,MH049P_S41,MH049S_S50,MH050P_S45,MH050S_S32,MH056P_S60,MH056S_S29,MH057P_S47,MH057S_S8,MH058P_S21,MH058S_S34,MH059S_S49,MH060S_S16,MH061S_S59,MH063SR_S62,MH063S_S10
MH18_eOTU_1683,0,3,0,2,5,1,4,3,4,1,3,4,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,11,0,0,6,4,0,1,0,4,0,0,0,2,0,4,0,8,0,0,0,0,0,0
MH18_eOTU_1389,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,7,0,0,0,29,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0
MH18_eOTU_1338,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1573,6,0,0,0,0,0,0,0,0,0,0,0,0,10,19,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
MH18_eOTU_1441,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1339,0,3,6,4,1,0,2,2,0,0,3,4,1,0,0,3,0,6,6,3,0,0,0,6,0,1,0,0,0,0,1,0,2,0,3,0,4,0,2,5,5,0,2,0,2,0,3,0,0,0,0,0
MH18_eOTU_1523,2,0,0,4,1,2,9,0,4,15,0,0,0,0,0,1,0,0,0,2,0,2,0,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,2,0,7,0,9,0,0,0,0,0,0
MH18_eOTU_1527,0,2,0,0,0,5,8,3,0,17,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0
MH18_eOTU_1844,0,1,2,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,4,0,2,0,1,0,12,0,7,0,0,9,8,0,1,0,2,0,0,0,3,0,5,0,7,0,0,0,0,0,0
MH18_eOTU_2485,1,1,0,3,3,5,0,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,8,0,13,0,0,4,6,0,0,0,1,0,2,0,3,1,1,0,8,0,0,0,0,0,0
MH18_eOTU_1427,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,2,6,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1353,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1415,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1376,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0
MH18_eOTU_1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0
MH18_eOTU_1327,4,0,4,7,12,5,6,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,2,0,7,0,0,0,5,0,0,3,2,0,1,0,0,0,3,0,3,1,7,0,1,0,0,0,0,0,0
MH18_eOTU_1358,1,1,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,17,0,0,0,0,20,0,0,0,0,0,0,1,0,8,1,0,0,2,0,0,0,0,0,0
MH18_eOTU_1359,4,0,0,0,1,1,2,2,6,0,0,0,15,1,14,5,0,0,0,1,2,1,0,0,0,2,0,2,3,4,0,0,1,0,0,0,0,0,1,3,0,0,0,1,3,4,0,0,0,0,0,0
MH18_eOTU_1471,7,4,2,1,4,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7,0,0,4,5,1,2,0,10,0,8,0,0,0,5,0,5,0,0,0,0,0,0
MH18_eOTU_1634,0,0,5,0,1,2,2,0,4,1,3,0,7,0,7,8,0,3,2,4,0,0,0,1,0,0,0,0,3,0,1,2,3,0,5,0,1,0,10,0,0,0,2,2,0,0,0,0,0,0,0,0
MH18_eOTU_1787,5,2,1,1,1,2,0,0,2,4,5,1,5,0,2,1,0,2,0,4,0,7,1,3,0,1,0,1,11,1,0,3,1,2,0,0,0,0,0,1,0,3,0,2,2,2,0,0,0,0,0,0
MH18_eOTU_1820,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,8,0,4,0,15,0,0,0,0,0,0
MH18_eOTU_1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0
MH18_eOTU_1419,0,4,0,0,3,0,0,0,2,0,0,6,2,0,0,0,0,0,7,7,0,0,0,9,0,0,0,0,0,3,10,0,3,0,0,0,0,0,0,5,0,2,0,0,0,0,16,0,0,0,0,0
MH18_eOTU_1526,3,3,0,0,2,7,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,8,0,13,0,0,9,6,1,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0
MH18_eOTU_1495,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,27,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0
MH18_eOTU_1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0
MH18_eOTU_1400,11,0,0,14,1,5,2,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,18,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0
MH18_eOTU_1434,0,0,0,0,0,1,4,0,1,2,1,7,0,0,2,4,3,3,5,0,0,0,0,1,0,0,0,0,12,2,5,2,4,1,0,0,1,0,3,0,0,2,0,11,0,1,0,0,0,0,0,0
MH18_eOTU_1458,0,0,2,0,1,3,2,0,0,0,2,0,9,0,4,2,0,5,0,7,0,0,0,0,0,2,0,8,0,2,1,0,1,0,0,7,0,2,0,2,0,3,0,8,2,3,0,0,0,0,0,0
MH18_eOTU_1565,0,1,15,2,1,6,0,0,5,2,0,7,0,0,5,1,2,0,1,0,0,12,0,5,0,2,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MH18_eOTU_1457,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,13,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_4122,0,1,0,1,1,2,0,0,0,0,0,0,0,11,26,30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1467,0,0,0,0,0,0,0,0,0,1,0,0,0,36,1,36,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1411,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0
MH18_eOTU_1283,0,2,0,0,0,0,0,0,0,0,0,0,0,17,8,17,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1370,0,2,0,0,0,0,0,0,0,0,0,0,0,5,29,33,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
MH18_eOTU_1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0
MH18_eOTU_1627,7,2,0,12,3,7,2,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0
MH18_eOTU_1442,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,12,21,0,0,4,0,0,0,0,0,3,0,2,0,7,0,0,8,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1453,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1473,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,18,35,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0
MH18_eOTU_1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1646,0,0,2,6,10,0,3,0,2,0,3,1,8,0,0,0,0,0,2,2,0,0,0,1,0,3,0,1,0,4,2,0,1,1,0,2,0,2,0,0,0,2,0,7,0,12,0,0,0,0,0,0
MH18_eOTU_1430,0,21,0,0,1,0,0,0,0,0,0,0,0,5,13,4,26,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_2412,0,12,0,0,0,0,0,0,0,0,0,0,0,7,20,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1806,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,40,0,0,0,1,0,2,0,14,0,0,0,0,0,0,0
MH18_eOTU_1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0
MH18_eOTU_1369,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,34,34
MH18_eOTU_1397,0,2,0,6,6,18,3,2,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,11,0,2,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0
MH18_eOTU_1418,3,0,0,14,3,1,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,6,0,0,0,6,0,0,0,5,0,5,0,0,0,9,0,7,0,0,0,0,0,0
MH18_eOTU_1686,0,5,2,0,0,2,6,8,0,3,2,0,5,0,4,1,0,0,2,10,0,0,0,0,0,2,0,0,0,8,0,0,7,0,1,0,2,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0
MH18_eOTU_1744,0,0,1,2,8,0,2,0,1,0,1,6,12,0,0,0,0,0,7,2,0,2,0,1,0,2,0,5,2,5,2,1,4,6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MH18_eOTU_1551,0,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,54,0,0
MH18_eOTU_1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1388,0,4,1,0,0,0,0,0,3,1,1,6,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,6,7,1,4,26
MH18_eOTU_1480,18,0,0,6,0,0,2,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1618,0,0,0,0,5,0,0,0,0,1,5,3,9,0,8,0,0,4,1,12,0,0,8,0,1,2,0,2,2,2,1,0,4,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1651,10,0,1,2,5,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,0,1,0,1,0,0,0,0,0,0,0,8,0,9,0,2,0,5,0,2,0,0,0,0,0,0
MH18_eOTU_1696,5,2,3,0,0,1,0,0,3,4,2,1,0,4,0,1,0,0,0,0,0,0,30,2,0,1,6,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0
MH18_eOTU_3158,0,0,0,3,3,6,4,0,1,3,4,3,6,0,2,7,0,0,0,0,0,0,0,8,0,5,0,2,0,2,0,0,5,0,1,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_2163,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
MH18_eOTU_1352,0,0,0,0,5,1,0,0,0,10,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,28,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,0,0,0
MH18_eOTU_1383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1883,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,20,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1417,0,4,0,0,0,0,0,0,0,0,0,0,0,8,6,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
MH18_eOTU_1393,4,0,7,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,4,3,0,0,0,20,0,1,0,2,0,5,0,2,0,0,0,0,0,0
MH18_eOTU_1535,0,0,1,0,2,12,5,4,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,0,3,0,0,4,3,0,0,0,3,0,1,0,2,0,11,0,9,0,0,0,0,0,0
MH18_eOTU_1592,5,2,0,0,6,5,3,2,2,12,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,2,0,11,0,0,7,2,0,1,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0
MH18_eOTU_1959,1,2,1,3,1,2,4,4,4,2,3,5,3,0,1,0,0,2,1,4,0,0,0,2,0,3,0,0,0,3,0,0,6,2,0,0,0,1,0,8,0,4,0,0,0,2,0,0,0,0,0,0
MH18_eOTU_1560,0,12,0,0,0,0,0,0,0,0,0,0,0,6,12,28,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1401,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1593,0,0,0,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0
MH18_eOTU_1449,5,5,0,5,5,0,0,1,0,0,0,0,0,1,9,8,11,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
MH18_eOTU_1407,3,0,0,1,8,7,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,12,0,11,0,0,10,1,0,1,0,7,0,0,0,0,0,1,0,2,0,0,0,0,0,0
MH18_eOTU_1436,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5,28,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1717,0,0,3,1,8,0,5,0,0,0,5,1,4,0,0,0,0,0,1,4,0,1,0,0,0,9,0,0,0,1,0,0,3,2,1,0,0,0,1,1,1,18,1,0,0,2,0,0,0,0,0,0
MH18_eOTU_1953,2,4,0,3,0,6,2,12,1,7,0,0,0,1,0,6,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,2,2,1,3,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0
MH18_eOTU_2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,18,0,4,0,0,0,1,0,1,0,9,0,4,1,0,0,0,0,1,0,13,0,10,0,1,0,0,0,2,0,0,0,0,0
MH18_eOTU_4085,0,0,0,0,8,6,11,4,0,0,0,3,1,0,0,0,0,0,0,3,0,1,0,2,0,3,0,7,0,4,0,0,4,0,0,3,0,2,0,0,0,3,0,3,0,5,0,0,0,0,0,0
MH18_eOTU_1510,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,5,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1911,2,3,11,33,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,6,0,6,0,0,0,0,0,0
MH18_eOTU_1437,0,3,17,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_2257,0,1,0,0,0,0,0,0,0,0,0,0,0,8,20,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1399,4,0,0,7,0,0,0,0,0,0,0,0,0,20,12,8,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MH18_eOTU_1519,2,1,0,6,3,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,1,5,0,0,0,16,0,0,0,0,0,2,0,4,0,0,0,0,0,0
MH18_eOTU_1329,0,0,3,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,5,0,4,0,20,0,0,7,6,0,1,0,3,0,2,0,1,0,4,0,6,0,0,0,0,0,0
MH18_eOTU_1405,0,0,0,0,9,7,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,7,0,5,0,0,1,8,0,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0
MH18_eOTU_1497,6,0,0,10,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,4,0,3,0,0,7,11,0,4,0,5,0,1,0,2,0,2,0,5,0,0,0,0,0,0
MH18_eOTU_1542,6,2,0,13,2,1,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,2,0,0,2,3,0,4,0,10,0,2,0,0,0,4,0,5,0,0,0,0,0,0
MH18_eOTU_1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0
MH18_eOTU_1567,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1643,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1661,3,0,0,0,4,1,2,1,0,3,3,2,2,0,2,2,2,5,7,4,0,0,0,6,0,0,0,7,0,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,5,4,0,0,0,0,0,0
MH18_eOTU_1664,0,3,1,0,1,0,0,2,2,3,0,1,4,2,3,3,2,0,3,0,0,22,0,0,0,4,0,2,0,0,0,2,4,0,3,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0
MH18_eOTU_1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
MH18_eOTU_1855,1,0,1,0,6,2,9,0,1,0,2,1,5,0,9,0,0,2,0,0,0,0,0,0,0,2,0,2,0,5,3,0,1,3,0,0,0,2,7,1,0,1,0,1,0,5,0,0,0,0,0,0
MH18_eOTU_1908,4,5,0,0,0,0,5,0,3,2,2,1,1,1,5,7,0,1,0,2,0,8,0,6,0,3,0,1,1,2,1,1,0,0,3,3,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
MH18_eOTU_1484,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,0,15,2,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1493,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MH18_eOTU_1469,2,0,0,0,3,0,2,1,0,2,3,0,2,8,7,9,0,0,0,2,0,0,0,0,0,5,0,1,0,1,2,12,0,0,2,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,0
MH18_eOTU_1507,0,11,0,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,3,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0
MH18_eOTU_1649,4,9,9,1,0,0,0,0,0,0,0,0,0,10,1,16,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MH18_eOTU_1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
MH18_eOTU_1494,0,4,0,0,0,0,0,0,0,0,0,0,0,1,15,41,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1500,0,0,0,0,8,3,5,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,3,0,5,0,6,0,0,1,2,0,1,0,2,0,0,0,4,0,14,0,1,0,0,0,0,0,0
